train_speed,speed_limit,distance,braking_distance,signal_status,direction,risk_score,risk_level
43,80,1830,490,YELLOW,NORTH,10,SAFE
113,120,1841,693,GREEN,EAST,0,SAFE
69,120,898,258,YELLOW,NORTH,10,SAFE
104,100,517,743,YELLOW,SOUTH,80,HIGH
117,110,1203,204,RED,EAST,60,MEDIUM
104,100,1606,636,YELLOW,NORTH,40,MEDIUM
81,120,805,344,RED,SOUTH,30,MEDIUM
73,120,215,687,YELLOW,NORTH,50,MEDIUM
63,120,1074,744,RED,WEST,30,MEDIUM
57,100,879,748,YELLOW,NORTH,10,SAFE
127,120,672,565,GREEN,WEST,30,MEDIUM
113,120,352,529,RED,SOUTH,70,HIGH
57,80,1382,141,YELLOW,NORTH,10,SAFE
69,80,475,198,GREEN,SOUTH,0,SAFE
126,110,878,437,YELLOW,NORTH,40,MEDIUM
103,110,1621,791,GREEN,EAST,0,SAFE
41,110,1443,541,GREEN,WEST,0,SAFE
108,110,1589,155,YELLOW,WEST,10,SAFE
58,100,1977,387,RED,NORTH,30,MEDIUM
82,120,1153,765,RED,SOUTH,30,MEDIUM
103,100,1312,712,RED,WEST,60,MEDIUM
43,100,287,343,YELLOW,NORTH,50,MEDIUM
105,100,1297,749,YELLOW,NORTH,40,MEDIUM
118,100,1758,255,RED,WEST,60,MEDIUM
127,110,1399,583,GREEN,SOUTH,30,MEDIUM
117,100,1000,313,RED,EAST,60,MEDIUM
94,90,1594,731,GREEN,NORTH,30,MEDIUM
74,120,1492,633,RED,SOUTH,30,MEDIUM
74,120,1400,585,RED,NORTH,30,MEDIUM
50,90,1330,431,RED,WEST,30,MEDIUM
75,90,2000,449,RED,SOUTH,30,MEDIUM
42,90,401,465,GREEN,EAST,40,MEDIUM
43,110,1282,453,YELLOW,WEST,10,SAFE
112,120,252,589,GREEN,NORTH,40,MEDIUM
102,120,1329,250,RED,EAST,30,MEDIUM
111,120,779,320,GREEN,EAST,0,SAFE
94,80,316,563,YELLOW,WEST,80,HIGH
42,120,1677,662,RED,NORTH,30,MEDIUM
50,80,808,483,YELLOW,SOUTH,10,SAFE
91,120,456,401,YELLOW,WEST,10,SAFE
74,120,1164,744,GREEN,EAST,0,SAFE
124,80,541,265,YELLOW,WEST,40,MEDIUM
105,80,1436,525,RED,WEST,60,MEDIUM
84,120,1572,725,GREEN,SOUTH,0,SAFE
112,80,391,126,GREEN,WEST,30,MEDIUM
63,90,1594,235,RED,SOUTH,30,MEDIUM
55,120,1825,206,RED,SOUTH,30,MEDIUM
67,110,1388,285,YELLOW,NORTH,10,SAFE
72,80,1634,272,GREEN,EAST,0,SAFE
101,80,1120,256,RED,SOUTH,60,MEDIUM
86,110,942,613,YELLOW,EAST,10,SAFE
73,80,1571,282,YELLOW,WEST,10,SAFE
68,90,1734,376,YELLOW,NORTH,10,SAFE
85,90,123,388,YELLOW,SOUTH,50,MEDIUM
57,110,1489,717,YELLOW,WEST,10,SAFE
92,110,1198,336,RED,NORTH,30,MEDIUM
128,100,705,540,RED,SOUTH,60,MEDIUM
64,80,1643,497,RED,EAST,30,MEDIUM
52,90,390,446,YELLOW,NORTH,50,MEDIUM
118,120,1239,152,GREEN,EAST,0,SAFE
93,100,106,713,YELLOW,WEST,50,MEDIUM
118,90,169,137,GREEN,SOUTH,30,MEDIUM
55,80,762,277,GREEN,EAST,0,SAFE
113,120,1121,454,GREEN,NORTH,0,SAFE
115,90,672,536,YELLOW,SOUTH,40,MEDIUM
120,120,276,639,YELLOW,EAST,50,MEDIUM
104,110,1799,414,RED,NORTH,30,MEDIUM
113,120,951,486,YELLOW,SOUTH,10,SAFE
72,120,1649,572,YELLOW,SOUTH,10,SAFE
81,80,600,499,RED,NORTH,60,MEDIUM
66,90,736,155,RED,NORTH,30,MEDIUM
94,90,1177,781,YELLOW,WEST,40,MEDIUM
59,100,209,150,GREEN,NORTH,0,SAFE
68,90,1046,262,YELLOW,EAST,10,SAFE
76,100,318,146,GREEN,EAST,0,SAFE
82,80,652,208,YELLOW,WEST,40,MEDIUM
120,120,1365,745,RED,WEST,30,MEDIUM
60,80,1331,401,YELLOW,WEST,10,SAFE
62,110,117,402,GREEN,WEST,40,MEDIUM
119,90,1758,271,YELLOW,WEST,40,MEDIUM
100,80,1639,463,GREEN,EAST,30,MEDIUM
119,80,1108,328,GREEN,SOUTH,30,MEDIUM
99,80,1193,139,RED,NORTH,60,MEDIUM
85,120,514,181,YELLOW,NORTH,10,SAFE
42,90,357,763,YELLOW,EAST,50,MEDIUM
56,120,525,198,RED,NORTH,30,MEDIUM
125,120,777,434,GREEN,SOUTH,30,MEDIUM
64,90,1281,296,YELLOW,WEST,10,SAFE
55,100,1373,258,GREEN,NORTH,0,SAFE
91,100,943,694,GREEN,NORTH,0,SAFE
79,120,641,292,YELLOW,NORTH,10,SAFE
94,120,1013,276,GREEN,NORTH,0,SAFE
118,90,375,327,GREEN,SOUTH,30,MEDIUM
122,90,509,511,GREEN,NORTH,70,HIGH
112,80,316,489,GREEN,SOUTH,70,HIGH
87,90,944,611,YELLOW,SOUTH,10,SAFE
72,80,446,775,GREEN,WEST,40,MEDIUM
79,80,1600,730,GREEN,EAST,0,SAFE
124,120,355,579,YELLOW,WEST,80,HIGH
89,110,259,741,RED,NORTH,70,HIGH
52,100,875,428,RED,NORTH,30,MEDIUM
86,90,171,577,RED,WEST,70,HIGH
106,80,1325,146,RED,WEST,60,MEDIUM
107,120,1232,387,YELLOW,SOUTH,10,SAFE
109,100,1817,789,RED,NORTH,60,MEDIUM
48,110,1252,410,GREEN,NORTH,0,SAFE
102,120,570,577,RED,SOUTH,70,HIGH
50,90,1927,123,RED,EAST,30,MEDIUM
68,110,374,535,RED,WEST,70,HIGH
79,80,905,781,RED,NORTH,30,MEDIUM
115,90,1673,590,GREEN,EAST,30,MEDIUM
42,110,1003,789,GREEN,WEST,0,SAFE
51,90,1718,720,GREEN,WEST,0,SAFE
94,110,1383,766,GREEN,WEST,0,SAFE
45,80,1431,541,YELLOW,SOUTH,10,SAFE
43,120,1558,536,YELLOW,SOUTH,10,SAFE
97,90,1576,495,GREEN,EAST,30,MEDIUM
84,100,1100,575,YELLOW,NORTH,10,SAFE
121,80,633,521,YELLOW,NORTH,40,MEDIUM
59,120,1357,404,YELLOW,NORTH,10,SAFE
51,110,1049,673,YELLOW,SOUTH,10,SAFE
52,120,209,312,RED,SOUTH,70,HIGH
58,80,992,122,RED,EAST,30,MEDIUM
122,90,1818,482,YELLOW,WEST,40,MEDIUM
124,120,198,150,RED,NORTH,60,MEDIUM
67,80,1728,128,GREEN,NORTH,0,SAFE
71,90,1471,482,RED,WEST,30,MEDIUM
108,80,159,288,GREEN,EAST,70,HIGH
95,80,932,483,GREEN,NORTH,30,MEDIUM
48,90,560,591,RED,SOUTH,70,HIGH
96,80,631,154,YELLOW,NORTH,40,MEDIUM
47,110,857,525,GREEN,WEST,0,SAFE
130,110,1422,746,RED,SOUTH,60,MEDIUM
59,90,1696,122,RED,EAST,30,MEDIUM
61,90,1727,424,RED,EAST,30,MEDIUM
62,100,1893,212,YELLOW,SOUTH,10,SAFE
105,90,636,732,RED,WEST,100,HIGH
111,100,1713,474,GREEN,EAST,30,MEDIUM
121,80,911,484,GREEN,SOUTH,30,MEDIUM
48,90,1145,620,GREEN,NORTH,0,SAFE
126,80,791,773,GREEN,WEST,30,MEDIUM
92,110,424,168,RED,SOUTH,30,MEDIUM
115,110,1875,157,RED,NORTH,60,MEDIUM
52,80,419,744,YELLOW,WEST,50,MEDIUM
82,110,794,296,YELLOW,WEST,10,SAFE
97,80,444,236,GREEN,NORTH,30,MEDIUM
55,100,148,634,RED,SOUTH,70,HIGH
53,80,472,435,GREEN,SOUTH,0,SAFE
41,90,299,594,RED,WEST,70,HIGH
41,110,516,452,RED,EAST,30,MEDIUM
110,120,1467,148,RED,NORTH,30,MEDIUM
106,120,907,779,GREEN,NORTH,0,SAFE
104,80,301,590,RED,NORTH,100,HIGH
129,120,1807,464,GREEN,WEST,30,MEDIUM
115,120,1123,465,YELLOW,EAST,10,SAFE
40,110,1772,345,YELLOW,EAST,10,SAFE
97,120,128,782,YELLOW,WEST,50,MEDIUM
64,120,1510,435,YELLOW,SOUTH,10,SAFE
111,80,172,103,RED,SOUTH,60,MEDIUM
106,100,348,153,GREEN,WEST,30,MEDIUM
56,90,1083,399,GREEN,EAST,0,SAFE
56,90,507,482,GREEN,SOUTH,0,SAFE
110,80,1896,579,YELLOW,SOUTH,40,MEDIUM
42,110,1610,675,GREEN,WEST,0,SAFE
107,120,1265,154,RED,WEST,30,MEDIUM
76,90,811,389,YELLOW,EAST,10,SAFE
57,80,1479,281,RED,EAST,30,MEDIUM
84,100,1419,338,GREEN,EAST,0,SAFE
40,90,231,109,RED,WEST,30,MEDIUM
45,80,1146,684,RED,WEST,30,MEDIUM
53,90,1221,200,RED,EAST,30,MEDIUM
66,80,1224,226,RED,NORTH,30,MEDIUM
47,90,530,733,RED,SOUTH,70,HIGH
130,110,969,800,RED,EAST,60,MEDIUM
115,90,1321,118,GREEN,EAST,30,MEDIUM
82,100,1647,422,YELLOW,NORTH,10,SAFE
46,110,895,217,YELLOW,SOUTH,10,SAFE
128,90,168,729,YELLOW,WEST,80,HIGH
102,90,1042,663,YELLOW,SOUTH,40,MEDIUM
92,120,1527,601,YELLOW,SOUTH,10,SAFE
121,90,1171,182,YELLOW,NORTH,40,MEDIUM
41,90,668,366,RED,WEST,30,MEDIUM
53,100,985,314,RED,WEST,30,MEDIUM
78,80,1142,711,YELLOW,SOUTH,10,SAFE
108,120,1158,123,RED,WEST,30,MEDIUM
112,120,729,296,RED,SOUTH,30,MEDIUM
48,100,965,467,RED,WEST,30,MEDIUM
96,80,315,208,YELLOW,NORTH,40,MEDIUM
50,110,1561,713,YELLOW,NORTH,10,SAFE
55,80,763,698,RED,EAST,30,MEDIUM
85,120,1123,708,YELLOW,NORTH,10,SAFE
55,80,1579,391,RED,SOUTH,30,MEDIUM
76,100,1924,573,RED,NORTH,30,MEDIUM
126,90,883,175,YELLOW,SOUTH,40,MEDIUM
42,120,109,476,YELLOW,WEST,50,MEDIUM
88,90,392,603,YELLOW,SOUTH,50,MEDIUM
96,110,570,213,RED,EAST,30,MEDIUM
72,100,306,655,YELLOW,WEST,50,MEDIUM
54,120,982,188,RED,EAST,30,MEDIUM
107,90,515,180,GREEN,NORTH,30,MEDIUM
65,90,946,724,GREEN,NORTH,0,SAFE
88,120,1093,117,GREEN,WEST,0,SAFE
69,110,336,408,RED,EAST,70,HIGH
106,80,989,766,YELLOW,SOUTH,40,MEDIUM
96,100,1485,457,GREEN,WEST,0,SAFE
77,100,1059,464,GREEN,SOUTH,0,SAFE
105,120,675,184,RED,EAST,30,MEDIUM
110,110,1524,757,YELLOW,EAST,10,SAFE
99,120,1375,108,RED,NORTH,30,MEDIUM
99,80,544,145,YELLOW,EAST,40,MEDIUM
69,90,1232,181,GREEN,NORTH,0,SAFE
123,80,1262,690,GREEN,NORTH,30,MEDIUM
100,100,1443,469,YELLOW,WEST,10,SAFE
48,80,1031,260,RED,NORTH,30,MEDIUM
119,90,1483,498,GREEN,EAST,30,MEDIUM
121,90,883,518,YELLOW,NORTH,40,MEDIUM
48,120,669,257,YELLOW,SOUTH,10,SAFE
103,100,494,551,YELLOW,NORTH,80,HIGH
55,120,859,524,YELLOW,SOUTH,10,SAFE
87,90,423,463,YELLOW,SOUTH,50,MEDIUM
54,120,1648,187,GREEN,SOUTH,0,SAFE
64,100,473,185,RED,SOUTH,30,MEDIUM
98,110,621,541,RED,SOUTH,30,MEDIUM
49,100,807,437,GREEN,NORTH,0,SAFE
79,90,665,674,YELLOW,WEST,50,MEDIUM
82,110,1534,366,YELLOW,SOUTH,10,SAFE
114,100,505,591,RED,EAST,100,HIGH
107,90,441,355,GREEN,SOUTH,30,MEDIUM
124,80,566,450,RED,NORTH,60,MEDIUM
107,120,515,639,RED,EAST,70,HIGH
86,80,1381,112,RED,EAST,60,MEDIUM
41,100,789,382,RED,EAST,30,MEDIUM
68,90,1896,600,YELLOW,SOUTH,10,SAFE
130,120,443,263,RED,WEST,60,MEDIUM
121,110,488,793,RED,NORTH,100,HIGH
65,80,479,327,RED,EAST,30,MEDIUM
107,110,1533,269,RED,SOUTH,30,MEDIUM
101,80,313,552,GREEN,WEST,70,HIGH
126,110,915,133,YELLOW,WEST,40,MEDIUM
117,90,1343,572,GREEN,NORTH,30,MEDIUM
44,100,1601,532,YELLOW,EAST,10,SAFE
97,80,923,381,GREEN,WEST,30,MEDIUM
62,90,1342,554,GREEN,NORTH,0,SAFE
107,110,1387,658,YELLOW,EAST,10,SAFE
80,100,1741,212,GREEN,SOUTH,0,SAFE
122,120,412,356,RED,EAST,60,MEDIUM
40,80,1916,518,GREEN,WEST,0,SAFE
129,110,194,269,GREEN,EAST,70,HIGH
46,120,100,159,YELLOW,NORTH,50,MEDIUM
121,100,584,314,RED,EAST,60,MEDIUM
60,80,1393,268,GREEN,WEST,0,SAFE
96,110,571,595,YELLOW,EAST,50,MEDIUM
47,120,138,107,YELLOW,NORTH,10,SAFE
68,90,331,259,YELLOW,NORTH,10,SAFE
93,120,1827,103,GREEN,SOUTH,0,SAFE
99,100,486,796,GREEN,NORTH,40,MEDIUM
95,90,1923,660,YELLOW,SOUTH,40,MEDIUM
119,120,1303,766,GREEN,EAST,0,SAFE
130,80,1638,236,YELLOW,SOUTH,40,MEDIUM
99,110,1477,697,YELLOW,NORTH,10,SAFE
113,100,1192,714,YELLOW,EAST,40,MEDIUM
70,100,1704,346,YELLOW,SOUTH,10,SAFE
43,90,1289,639,YELLOW,WEST,10,SAFE
116,110,1480,260,GREEN,NORTH,30,MEDIUM
73,100,1251,411,YELLOW,SOUTH,10,SAFE
42,110,1424,730,GREEN,NORTH,0,SAFE
64,80,767,771,YELLOW,SOUTH,50,MEDIUM
105,90,1914,594,GREEN,EAST,30,MEDIUM
41,100,901,221,YELLOW,NORTH,10,SAFE
119,110,1294,365,GREEN,NORTH,30,MEDIUM
54,80,349,566,YELLOW,EAST,50,MEDIUM
83,100,839,180,RED,NORTH,30,MEDIUM
75,110,323,546,GREEN,WEST,40,MEDIUM
109,80,1662,730,GREEN,SOUTH,30,MEDIUM
50,120,718,341,YELLOW,NORTH,10,SAFE
126,120,362,115,YELLOW,SOUTH,40,MEDIUM
80,120,284,348,YELLOW,SOUTH,50,MEDIUM
59,120,1176,106,RED,WEST,30,MEDIUM
117,80,826,739,GREEN,NORTH,30,MEDIUM
84,110,1870,567,GREEN,SOUTH,0,SAFE
57,80,1219,276,YELLOW,EAST,10,SAFE
67,90,1155,387,RED,NORTH,30,MEDIUM
98,100,818,590,YELLOW,SOUTH,10,SAFE
109,90,1551,657,GREEN,SOUTH,30,MEDIUM
47,120,635,534,YELLOW,SOUTH,10,SAFE
123,90,1191,108,YELLOW,SOUTH,40,MEDIUM
114,120,239,480,RED,EAST,70,HIGH
116,110,147,672,YELLOW,EAST,80,HIGH
121,100,1413,679,RED,NORTH,60,MEDIUM
89,110,1718,505,YELLOW,SOUTH,10,SAFE
63,80,1949,791,RED,NORTH,30,MEDIUM
48,90,1580,147,RED,WEST,30,MEDIUM
113,120,129,238,YELLOW,SOUTH,50,MEDIUM
113,80,1553,298,RED,WEST,60,MEDIUM
111,120,1358,710,GREEN,SOUTH,0,SAFE
60,100,1603,413,YELLOW,NORTH,10,SAFE
110,100,386,308,GREEN,WEST,30,MEDIUM
57,100,333,654,RED,NORTH,70,HIGH
57,90,1598,695,GREEN,WEST,0,SAFE
118,90,946,680,YELLOW,SOUTH,40,MEDIUM
53,120,1130,491,GREEN,SOUTH,0,SAFE
42,80,782,712,GREEN,SOUTH,0,SAFE
93,120,627,140,GREEN,NORTH,0,SAFE
85,80,1102,355,RED,WEST,60,MEDIUM
109,100,1341,209,GREEN,EAST,30,MEDIUM
117,120,300,795,YELLOW,NORTH,50,MEDIUM
129,90,1841,253,GREEN,WEST,30,MEDIUM
102,110,1596,558,GREEN,WEST,0,SAFE
88,120,462,436,YELLOW,SOUTH,10,SAFE
90,120,1262,204,GREEN,NORTH,0,SAFE
45,80,1837,283,RED,NORTH,30,MEDIUM
128,110,1010,186,YELLOW,WEST,40,MEDIUM
90,80,1686,657,YELLOW,WEST,40,MEDIUM
107,90,1410,592,GREEN,WEST,30,MEDIUM
121,90,1993,663,GREEN,NORTH,30,MEDIUM
81,100,188,193,RED,EAST,70,HIGH
67,120,462,102,YELLOW,WEST,10,SAFE
124,80,991,579,GREEN,WEST,30,MEDIUM
92,120,1574,599,RED,SOUTH,30,MEDIUM
54,80,392,540,RED,NORTH,70,HIGH
76,90,648,683,RED,WEST,70,HIGH
123,100,618,329,YELLOW,NORTH,40,MEDIUM
81,90,1858,399,RED,SOUTH,30,MEDIUM
68,80,1000,216,YELLOW,WEST,10,SAFE
52,100,1083,404,YELLOW,NORTH,10,SAFE
91,80,1151,285,GREEN,SOUTH,30,MEDIUM
85,120,1128,137,YELLOW,EAST,10,SAFE
122,90,1683,123,YELLOW,SOUTH,40,MEDIUM
130,120,249,707,YELLOW,WEST,80,HIGH
53,100,1733,727,GREEN,EAST,0,SAFE
108,120,1538,315,GREEN,EAST,0,SAFE
91,120,1679,461,YELLOW,WEST,10,SAFE
95,100,1045,253,YELLOW,EAST,10,SAFE
62,120,1908,577,YELLOW,SOUTH,10,SAFE
95,110,1886,256,RED,EAST,30,MEDIUM
101,100,387,283,GREEN,WEST,30,MEDIUM
112,110,810,365,YELLOW,EAST,40,MEDIUM
111,110,307,146,GREEN,WEST,30,MEDIUM
82,120,781,406,YELLOW,SOUTH,10,SAFE
63,120,414,779,RED,EAST,70,HIGH
99,120,1997,393,YELLOW,WEST,10,SAFE
103,80,659,310,GREEN,EAST,30,MEDIUM
53,100,763,791,RED,EAST,70,HIGH
129,110,1639,613,YELLOW,EAST,40,MEDIUM
107,120,128,554,YELLOW,EAST,50,MEDIUM
48,80,860,180,RED,WEST,30,MEDIUM
48,120,1116,386,RED,NORTH,30,MEDIUM
73,90,1514,118,GREEN,EAST,0,SAFE
75,90,678,521,RED,EAST,30,MEDIUM
101,120,534,465,YELLOW,WEST,10,SAFE
121,110,530,247,RED,SOUTH,60,MEDIUM
110,120,681,488,YELLOW,SOUTH,10,SAFE
83,80,1934,599,GREEN,SOUTH,30,MEDIUM
60,120,1060,484,RED,SOUTH,30,MEDIUM
73,100,1947,379,GREEN,WEST,0,SAFE
96,80,445,463,GREEN,NORTH,70,HIGH
122,120,729,302,GREEN,WEST,30,MEDIUM
116,100,1308,372,YELLOW,WEST,40,MEDIUM
122,110,1157,461,YELLOW,SOUTH,40,MEDIUM
72,80,533,153,YELLOW,EAST,10,SAFE
104,90,756,694,RED,EAST,60,MEDIUM
45,90,1918,104,RED,SOUTH,30,MEDIUM
43,90,808,470,YELLOW,WEST,10,SAFE
50,80,445,131,YELLOW,WEST,10,SAFE
130,120,474,179,GREEN,EAST,30,MEDIUM
71,100,692,422,RED,NORTH,30,MEDIUM
59,100,1485,473,RED,NORTH,30,MEDIUM
48,90,720,348,GREEN,EAST,0,SAFE
57,100,1429,271,YELLOW,EAST,10,SAFE
100,110,844,251,RED,NORTH,30,MEDIUM
90,90,1681,699,GREEN,SOUTH,0,SAFE
61,100,122,353,YELLOW,EAST,50,MEDIUM
76,100,250,792,GREEN,NORTH,40,MEDIUM
85,90,1083,290,RED,SOUTH,30,MEDIUM
52,80,118,179,RED,EAST,70,HIGH
58,80,1016,719,YELLOW,WEST,10,SAFE
70,110,1729,381,YELLOW,EAST,10,SAFE
109,120,330,475,YELLOW,NORTH,50,MEDIUM
110,110,255,235,RED,SOUTH,30,MEDIUM
44,110,1404,249,RED,NORTH,30,MEDIUM
121,100,1014,800,GREEN,SOUTH,30,MEDIUM
108,90,1055,637,GREEN,SOUTH,30,MEDIUM
82,110,1881,678,RED,SOUTH,30,MEDIUM
55,110,841,555,RED,WEST,30,MEDIUM
50,100,591,159,RED,SOUTH,30,MEDIUM
105,90,1739,674,YELLOW,WEST,40,MEDIUM
75,120,1735,563,GREEN,NORTH,0,SAFE
107,110,1087,156,RED,SOUTH,30,MEDIUM
55,110,564,429,GREEN,WEST,0,SAFE
68,110,1281,531,RED,NORTH,30,MEDIUM
52,110,1681,469,GREEN,WEST,0,SAFE
126,110,1068,145,YELLOW,NORTH,40,MEDIUM
67,90,1934,161,GREEN,EAST,0,SAFE
80,80,354,341,GREEN,NORTH,0,SAFE
89,100,965,509,YELLOW,SOUTH,10,SAFE
84,110,1716,555,GREEN,NORTH,0,SAFE
99,80,273,127,YELLOW,SOUTH,40,MEDIUM
128,90,212,694,GREEN,EAST,70,HIGH
119,120,245,690,GREEN,SOUTH,40,MEDIUM
62,110,1734,700,RED,WEST,30,MEDIUM
112,80,1188,602,GREEN,EAST,30,MEDIUM
108,90,1683,277,RED,EAST,60,MEDIUM
107,90,1141,544,YELLOW,WEST,40,MEDIUM
96,80,666,433,RED,EAST,60,MEDIUM
44,100,1215,428,YELLOW,WEST,10,SAFE
103,120,1226,712,YELLOW,EAST,10,SAFE
81,110,1573,289,GREEN,WEST,0,SAFE
119,120,1234,374,GREEN,EAST,0,SAFE
95,110,1368,798,RED,EAST,30,MEDIUM
95,100,754,187,RED,EAST,30,MEDIUM
62,90,1311,386,YELLOW,EAST,10,SAFE
73,110,1448,362,GREEN,SOUTH,0,SAFE
124,110,800,566,GREEN,SOUTH,30,MEDIUM
95,80,1328,632,RED,SOUTH,60,MEDIUM
105,80,1374,206,GREEN,EAST,30,MEDIUM
78,90,528,209,YELLOW,EAST,10,SAFE
122,120,1033,256,GREEN,SOUTH,30,MEDIUM
76,100,464,351,RED,WEST,30,MEDIUM
88,80,1666,220,GREEN,EAST,30,MEDIUM
74,110,1283,302,RED,NORTH,30,MEDIUM
89,90,461,650,RED,NORTH,70,HIGH
109,120,445,517,RED,WEST,70,HIGH
53,120,368,724,YELLOW,EAST,50,MEDIUM
64,100,194,720,YELLOW,SOUTH,50,MEDIUM
104,90,1463,617,GREEN,EAST,30,MEDIUM
48,100,710,112,GREEN,NORTH,0,SAFE
49,120,1444,359,YELLOW,NORTH,10,SAFE
128,80,871,499,YELLOW,EAST,40,MEDIUM
44,110,1107,753,RED,NORTH,30,MEDIUM
49,100,199,702,GREEN,WEST,40,MEDIUM
65,90,1494,683,RED,WEST,30,MEDIUM
69,110,929,768,GREEN,NORTH,0,SAFE
71,110,1922,776,RED,WEST,30,MEDIUM
48,90,1732,349,GREEN,EAST,0,SAFE
121,90,1590,150,YELLOW,WEST,40,MEDIUM
127,90,1546,470,YELLOW,NORTH,40,MEDIUM
129,90,1038,631,RED,NORTH,60,MEDIUM
112,120,125,467,GREEN,EAST,40,MEDIUM
68,110,1419,520,GREEN,EAST,0,SAFE
127,100,303,666,GREEN,EAST,70,HIGH
120,90,120,292,RED,SOUTH,100,HIGH
84,90,1360,664,GREEN,SOUTH,0,SAFE
43,100,1634,697,GREEN,NORTH,0,SAFE
56,100,1293,502,RED,SOUTH,30,MEDIUM
51,110,1507,473,RED,WEST,30,MEDIUM
59,80,1188,673,GREEN,EAST,0,SAFE
71,90,1968,448,YELLOW,EAST,10,SAFE
104,100,129,361,RED,WEST,100,HIGH
78,100,1132,252,GREEN,EAST,0,SAFE
50,100,1032,289,YELLOW,EAST,10,SAFE
69,80,546,462,GREEN,SOUTH,0,SAFE
82,110,1006,317,RED,SOUTH,30,MEDIUM
127,110,150,357,GREEN,NORTH,70,HIGH
57,120,968,552,RED,NORTH,30,MEDIUM
128,110,977,764,YELLOW,SOUTH,40,MEDIUM
127,90,1353,161,GREEN,WEST,30,MEDIUM
100,100,765,424,YELLOW,NORTH,10,SAFE
53,100,790,416,GREEN,EAST,0,SAFE
44,100,621,574,RED,WEST,30,MEDIUM
68,120,1832,721,YELLOW,WEST,10,SAFE
68,90,1720,305,RED,WEST,30,MEDIUM
84,110,495,331,RED,SOUTH,30,MEDIUM
55,110,768,266,GREEN,NORTH,0,SAFE
40,120,848,330,YELLOW,NORTH,10,SAFE
114,110,1984,789,GREEN,EAST,30,MEDIUM
83,120,1651,352,GREEN,NORTH,0,SAFE
75,80,467,638,GREEN,SOUTH,40,MEDIUM
63,80,362,670,GREEN,WEST,40,MEDIUM
87,80,386,729,RED,WEST,100,HIGH
59,120,1794,118,RED,NORTH,30,MEDIUM
77,80,1888,273,RED,NORTH,30,MEDIUM
77,80,770,795,GREEN,NORTH,40,MEDIUM
80,100,934,180,RED,SOUTH,30,MEDIUM
50,100,1472,198,YELLOW,EAST,10,SAFE
95,120,606,457,YELLOW,SOUTH,10,SAFE
88,80,180,678,RED,SOUTH,100,HIGH
71,90,1926,167,GREEN,WEST,0,SAFE
52,80,1620,332,GREEN,WEST,0,SAFE
67,100,1665,230,YELLOW,EAST,10,SAFE
55,100,764,633,RED,WEST,30,MEDIUM
44,80,1293,223,GREEN,EAST,0,SAFE
52,110,1820,313,YELLOW,NORTH,10,SAFE
63,80,441,643,GREEN,NORTH,40,MEDIUM
98,100,773,441,YELLOW,NORTH,10,SAFE
99,120,1538,121,GREEN,WEST,0,SAFE
118,80,550,120,YELLOW,NORTH,40,MEDIUM
42,80,728,383,YELLOW,WEST,10,SAFE
118,100,220,554,GREEN,WEST,70,HIGH
54,110,1054,115,GREEN,EAST,0,SAFE
97,110,1934,378,GREEN,EAST,0,SAFE
114,100,229,684,GREEN,SOUTH,70,HIGH
87,120,248,401,RED,EAST,70,HIGH
67,90,1353,490,YELLOW,EAST,10,SAFE
116,80,1829,682,RED,SOUTH,60,MEDIUM
58,110,1543,306,RED,EAST,30,MEDIUM
56,80,1824,727,RED,NORTH,30,MEDIUM
66,110,1924,461,GREEN,EAST,0,SAFE
43,80,1948,271,GREEN,EAST,0,SAFE
76,120,589,644,GREEN,WEST,40,MEDIUM
114,80,1547,328,GREEN,SOUTH,30,MEDIUM
71,90,178,565,YELLOW,WEST,50,MEDIUM
68,110,1237,747,YELLOW,EAST,10,SAFE
54,120,1147,173,RED,SOUTH,30,MEDIUM
56,110,1228,596,YELLOW,NORTH,10,SAFE
95,100,1117,776,RED,WEST,30,MEDIUM
112,90,1730,208,RED,NORTH,60,MEDIUM
115,120,1925,322,YELLOW,NORTH,10,SAFE
46,90,416,440,RED,EAST,70,HIGH
113,100,1953,631,GREEN,NORTH,30,MEDIUM
88,120,1531,488,YELLOW,SOUTH,10,SAFE
80,120,1730,470,RED,WEST,30,MEDIUM
47,80,685,689,GREEN,WEST,40,MEDIUM
76,80,1333,747,YELLOW,NORTH,10,SAFE
124,80,416,274,RED,WEST,60,MEDIUM
56,100,1060,625,GREEN,SOUTH,0,SAFE
61,90,209,494,YELLOW,NORTH,50,MEDIUM
90,110,1167,473,RED,NORTH,30,MEDIUM
62,100,607,317,YELLOW,WEST,10,SAFE
114,120,397,468,GREEN,WEST,40,MEDIUM
55,90,641,421,GREEN,NORTH,0,SAFE
116,120,132,493,YELLOW,SOUTH,50,MEDIUM
56,110,398,673,YELLOW,EAST,50,MEDIUM
51,120,1516,364,GREEN,NORTH,0,SAFE
126,110,1890,584,YELLOW,EAST,40,MEDIUM
49,90,1606,424,RED,WEST,30,MEDIUM
115,120,1785,486,RED,WEST,30,MEDIUM
68,110,936,717,YELLOW,WEST,10,SAFE
76,90,418,133,RED,SOUTH,30,MEDIUM
59,100,988,435,GREEN,NORTH,0,SAFE
91,110,513,536,YELLOW,EAST,50,MEDIUM
81,110,508,288,RED,NORTH,30,MEDIUM
106,120,1084,508,GREEN,WEST,0,SAFE
64,110,314,351,YELLOW,SOUTH,50,MEDIUM
108,110,315,269,GREEN,NORTH,0,SAFE
65,90,1075,577,GREEN,NORTH,0,SAFE
